id,categoria,nome,indirizzo,citta,cap,regione,paese,latitudine,longitudine,sito_web,telefono,osm_id,osm_tipo,valutazione,numero_recensioni,ha_sito_web,ha_telefono,stato_arricchimento,stato_outreach,nome_contatto,ruolo_contatto,email_contatto,data_ultimo_contatto,data_prossima_azione,artista_assegnato,tipo_avatar,mercato_target,note,connessione_calda,creato_il,aggiornato_il
234,Libreria,Il Tiaso,Via Perugia 20,Roma,00176,,Italy,41.8898116,12.5256948,,,552579747,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
251,Libreria,Il seme,,Pisa,,,Italy,41.9168271,12.4636571,,,2054155914,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
324,Libreria,Jaku Toys Fumetteria,,Pisa,,,Italy,41.8659084,12.4873210,https://jakutoys.com,,10758445613,node,,,Sì,No,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
366,Libreria,Karma Komix,Via Luca Valerio 32,Roma,00146,,Italy,41.8641281,12.4730932,https://karmakomix.it,+390655389165,13703040299,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
253,Libreria,L'Emporio alla Pace,Via della Pace 28,Pisa,,,Italy,41.8991505,12.4712155,,+390668802938,2339542764,node,,,No,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
243,Libreria,La Feltrinelli,Viale Eritrea 72/M;72/N,Roma,,,Italy,41.9274155,12.5159118,,,1641654459,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
235,Libreria,La Feltrinelli,Viale Giulio Cesare 88,Roma,00192,,Italy,41.9092502,12.4567059,,+39063772411,745968416,node,,,No,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
249,Libreria,La Feltrinelli,Via Appia Nuova 427/a,Roma,00181,,Italy,41.8738648,12.5244060,,,1800052935,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
345,Libreria,La Feltrinelli,,Pisa,,,Italy,41.9074106,12.4485183,,,12123791337,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
274,Libreria,La Feltrinelli,Via Vittorio Emanuele Orlando 79,Roma,00185,,Italy,41.9035496,12.4951202,https://lafeltrinelli.it,+393405021458,4497960475,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
371,Libreria,La Feltrinelli,Via Luigi Condorelli,Roma,00144,,Italy,41.8175014,12.4585281,,,1204398861,way,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
365,Libreria,La Feltrinelli,Via Laurentina 865,Roma,00143,,Italy,41.8077440,12.4852281,https://lafeltrinelli.it,+390601908955,1132719846,way,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
372,Libreria,La Feltrinelli,Viale Guglielmo Marconi 176-194,Roma,00146,,Italy,41.8654341,12.4684695,,+390655341701,1906769,relation,,,No,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
347,Libreria,La Feltrinelli,Viale Ventuno Aprile 87,Roma,00162,,Italy,41.9146794,12.5206458,,+390644244437,12222380646,node,,,No,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
300,Libreria,La Feltrinelli,Largo Agostino Gemelli,Roma,00135,,Italy,41.9300823,12.4286814,,,6747186440,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
238,Libreria,La Feltrinelli,Largo di Torre Argentina 5a,Roma,00186,,Italy,41.8962528,12.4765058,,,1141104517,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
299,Libreria,La Feltrinelli,Via del Casale Redicicoli,Roma,00139,,Italy,41.9703215,12.5383189,https://lafeltrinelli.it/fcom/it/home/pages/puntivendita/negozi/trova/roma/fsr-roma-porta-di-roma.html,,6726992580,node,,,Sì,No,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
315,Libreria,La Fenice,Via Merulana 80,Roma,00185,,Italy,41.8920407,12.5020811,,+390664764727,8387143265,node,,,No,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
357,Libreria,La Leoniana,,Pisa,,,Italy,41.9029999,12.4592017,,,13238428767,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
290,Libreria,La Libreria Cisu,Viale Ippocrate 99,Pisa,,,Italy,41.9066062,12.5172545,,,5435192235,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
286,Libreria,La Libroleria,Via della Villa di Lucina 48,Pisa,,,Italy,41.8554795,12.4844970,,+390686983034,4963646487,node,,,No,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
291,Libreria,La Sapienza,Viale Ippocrate 158,Pisa,,,Italy,41.9066442,12.5168288,,,5435192236,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
329,Libreria,La Scaletta,Viale Ippocrate 96/a,Pisa,,,Italy,41.9078217,12.5183996,,,11446068913,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
326,Libreria,La Testa Di Ferro,,Pisa,,,Italy,41.8953403,12.4979775,,,10871514662,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
319,Libreria,La mia libreria,Via Renzo Da Ceri 87,Roma,00176,,Italy,41.8876385,12.5384513,,,9016976877,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
320,Libreria,Le Petre,Via di Val Tellina 72,Roma,00151,,Italy,41.8677370,12.4477890,,,9299676814,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
296,Libreria,Le Storie,Via Giulio Rocco 37,Pisa,,,Italy,41.8628148,12.4797542,,,6267724979,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
239,Libreria,Libraccio,Via Nazionale 254,Roma,00184,,Italy,41.9019886,12.4949415,,,1315999043,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
266,Libreria,Libreria,Via di Santa Maria Maggiore 121,Roma,00184,,Italy,41.8973994,12.4957356,,,3878100133,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
273,Libreria,Libreria A.R. Edizioni,Piazza Manfredo Fanti 47,Roma,,,Italy,41.8976252,12.5027568,,+390697604531,4393291406,node,,,No,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
309,Libreria,Libreria Antiquaria Borromini al Pantheon,Via degli Orfani 91,Roma,00186,,Italy,41.8996716,12.4774177,,,7161119104,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
270,Libreria,Libreria Boccea,Via Gregorio XIII 93,Roma,00167,,Italy,41.9059389,12.4184045,,,4274909432,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
269,Libreria,Libreria Caffè Tomo,Via degli Etruschi 4,Roma,00185,,Italy,41.8981329,12.5142508,https://libreriatomo.com,+390688659458,4181798454,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
314,Libreria,Libreria Cesaretti al Collegio Romano,Via del Piè di Marmo 27,Roma,00186,,Italy,41.8976049,12.4793392,https://libreriacesaretti.com,+39066786264,7900365888,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
364,Libreria,Libreria Cicerone,Largo Chigi 1a,Roma,00187,,Italy,41.9013416,12.4804354,https://libreriacicerone.com,,13476081169,node,,,Sì,No,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
284,Libreria,Libreria Coletti,Via della Conciliazione 3a,Roma,,,Italy,41.9021525,12.4628096,https://libreriacoletti.it,+39066868490,4823743621,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
322,Libreria,Libreria Cristiana,Via Curtatone 10,Roma,00185,,Italy,41.9046518,12.5009569,,+39064940633,9784529426,node,,,No,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
330,Libreria,Libreria Dias,Viale Ippocrate 105,Pisa,,,Italy,41.9064889,12.5171152,https://libreriadias.com,+39064469248,11446648815,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
301,Libreria,Libreria Editrice Vaticana,,Pisa,,,Italy,41.9016383,12.4554505,,,6897263484,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
260,Libreria,Libreria Efesto,Via Corrado Segre 11,Pisa,,,Italy,41.8547528,12.4715753,,,3233715025,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
293,Libreria,Libreria Errante,Via Bellegra 46,Roma,00171,,Italy,41.8932158,12.5565321,,+390631079007,5488564606,node,,,No,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
341,Libreria,Libreria Esoterica Harmonia Mundi,Via dei Santi Quattro 26a,Pisa,00184,,Italy,41.8887161,12.4976275,https://harmonia-mundi.it,+390670476834393493400396,11813593969,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
272,Libreria,Libreria Europa,Via Tunisi 3a,Pisa,,,Italy,41.9075413,12.4528049,,,4324251492,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
368,Libreria,Libreria Farenheit 451,Campo de' Fiori 44,Pisa,,,Italy,41.8955953,12.4725262,,,13716775901,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
339,Libreria,Libreria GRIOT,Via di Santa Cecilia 1/A,Roma,00153,,Italy,41.8875858,12.4773005,https://libreriagriot.it,+390658334116,11778306004,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
348,Libreria,Libreria I Granai,Via Mario Rigamonti 100,Roma,00142,,Italy,41.8373192,12.5025164,,+390651955770,12402799180,node,,,No,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
247,Libreria,Libreria Il BrucaLibro,Via Martignano 10,Roma,,,Italy,41.9248356,12.5111836,https://ilbrucalibro.it,,1786192229,node,,,Sì,No,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
254,Libreria,Libreria Libri Necessari,Via degli Zingari 22,Roma,,,Italy,41.8953848,12.4925316,https://librinecessari.it,,2583422856,node,,,Sì,No,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
342,Libreria,Libreria Mondadori,,Pisa,,,Italy,41.9084545,12.4984998,,,11845202490,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
244,Libreria,Libreria Mondadori,Piazza della Balduina 12,Roma,00136,,Italy,41.9197964,12.4420126,https://libreriemondadori.com,,1689251963,node,,,Sì,No,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
255,Libreria,Libreria Offidani,,Pisa,,,Italy,41.9151109,12.4621263,,+39063723898,2609205496,node,,,No,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
277,Libreria,Libreria Pagina2,Via Cairoli 63,Roma,00185,,Italy,41.8934991,12.5070916,,,4665701407,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
337,Libreria,Libreria Panisperna 220,Via Panisperna 220,Roma,00184,,Italy,41.8965482,12.4918954,,+390688372870,11778231179,node,,,No,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
349,Libreria,Libreria Paoline,,Pisa,,,Italy,41.8350350,12.4826256,https://paoline.it/librerie/lazio/roma-tre-fontane-acque-salvie.html,,12479418120,node,,,Sì,No,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
259,Libreria,Libreria Risvolti,Via Sestio Calvino 73,Roma,00174,,Italy,41.8534573,12.5650574,,+390689537244,3107019702,node,,,No,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
283,Libreria,Libreria San Paolo,Via della Conciliazione 16,Roma,00193,,Italy,41.9025696,12.4618438,,,4823743521,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
361,Libreria,Libreria Sottomarina,Via Filippo Corridoni 14,Pisa,,,Italy,41.9209210,12.4608182,https://libreriasottomarina.it,+393203530903,13363072295,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
350,Libreria,Libreria Stendhal,Piazza di San Luigi De' Francesi 23,Pisa,00186,,Italy,41.8998096,12.4747697,https://libreriastendhal.com,+390668307598,12487900901,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
360,Libreria,Libreria Tara,Piazza del Teatro di Pompeo 41,Pisa,,,Italy,41.8960635,12.4726947,https://libroccasione.com,+390668808227,13363040945,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
288,Libreria,Libreria Teatro Tlon,Via Federico Nansen 14;16,Pisa,00154,,Italy,41.8710293,12.4819577,https://tlon.it,+390645653446,5090066036,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
294,Libreria,Libreria Testaccio,,Pisa,,,Italy,41.8800601,12.4758613,,,5578903423,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
333,Libreria,Libreria Universitaria,,Pisa,,,Italy,41.9065840,12.5164429,,,11456598906,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
354,Libreria,Libreria claudiana,Piazza Cavour 32,Roma,00193,,Italy,41.9062487,12.4705986,,,12994840472,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
353,Libreria,Libreria del Senato della Repubblica Italiana,,Pisa,,,Italy,41.9007684,12.4765267,,,12988226543,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
275,Libreria,Libreria del Viaggiatore,Via del Pellegrino 165,Roma,00186,,Italy,41.8970188,12.4702825,,,4557149491,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
280,Libreria,Libreria minimun fax,Via della Lungaretta 90e,Pisa,00153,,Italy,41.8897937,12.4706755,,+39065894710,4818323822,node,,,No,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
287,Libreria,Libreria scuola e cultura,Via Ugo Ojetti 173,Roma,00137,,Italy,41.9447780,12.5516314,https://libreriascuolaecultura.it,+39068274114,5042591323,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
282,Libreria,Librería Paulinas,Via San Giovanni Eudes 25,Roma,00163,,Italy,41.8738427,12.4109046,,,4823704921,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
237,Libreria,Libri Usati,,Pisa,,,Italy,41.9118759,12.4495008,,,1062337592,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
258,Libreria,Libri usati,,Pisa,,,Italy,41.9154681,12.4642952,,,2987343525,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
261,Libreria,Libro Divino,Via degli Zingari 49,Pisa,,,Italy,41.8951986,12.4922245,,,3781269004,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
252,Libreria,Libropoli,,Pisa,,,Italy,41.8628921,12.4794770,,,2231708738,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
246,Libreria,Lo Yeti,Via Perugia 4,Pisa,,,Italy,41.8898010,12.5251962,,,1759856902,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
248,Libreria,Lo Yeti libreria-caffé,Via Perugia 4,Roma,00176,,Italy,41.8898403,12.5252749,https://loyeti.org,+39067025633,1793395338,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
370,Libreria,Mabook Store,Via Laurentina 865,Roma,00143,,Italy,41.8073715,12.4863937,,+390666739595,1132982095,way,,,No,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
331,Libreria,Mercatone Del Libro,Via Giovanni Mingazzini 3a,Pisa,,,Italy,41.9079979,12.5170141,,,11446850294,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
334,Libreria,Mondadori,,Pisa,,,Italy,41.8938788,12.5037643,,,11478760849,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
240,Libreria,Mondadori,Viale Guglielmo Marconi 70,Roma,,,Italy,41.8680629,12.4674990,,+39065576207,1542636118,node,,,No,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
250,Libreria,Mondadori,Piazza Cola di Rienzo 81/83,Roma,00192,,Italy,41.9086647,12.4669259,https://mondadoristore.it/app/storelocator/detail,+39063220188,2021729373,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
302,Libreria,Mondadori,Viale del Lavoro 4,Ciampino,00043,,Italy,41.8029760,12.5983347,,+3906791919177,6959246593,node,,,No,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
256,Libreria,Mondadori,Via Tuscolana 771,Roma,00174,,Italy,41.8603767,12.5563896,https://mondadorituscolanaroma.it,+39067615654,2628531881,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
318,Libreria,Mondadori,Via Alberto Pollio 50,Roma,00159,,Italy,41.8991076,12.5323036,,+39069451581,8971681491,node,,,No,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
285,Libreria,Mondadori,Via Appia Nuova 51,Roma,00182,,Italy,41.8843865,12.5113075,https://mondadoristore.it/negozi/libreria/mondadori-bookstore-roma-appia-nuova/mxv928,+39067003690,4847967975,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
369,Libreria,Mondadori,Via Enrico Ferri,Roma,00173,,Italy,41.8508204,12.5999523,,,211927685,way,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
356,Libreria,NoteBook,Viale Pietro de Coubertin,Roma,00196,,Italy,41.9295618,12.4741852,,,13144326053,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
278,Libreria,ONEROOM Books,Piazza dei Satiri 55,Roma,00186,,Italy,41.8951873,12.4741477,https://oneroombooks.com,+393387229120,4758239973,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
265,Libreria,Odradek,Via dei Banchi Vecchi 57,Roma,00186,,Italy,41.8989647,12.4665679,https://odradek.it/html/librerie/libreriaroma.html,+39066833451,3836425557,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
276,Libreria,Olimpo Del Fumetto,Via Flavio Stilicone 52,Roma,00175,,Italy,41.8612683,12.5564648,https://olimpodelfumetto.it,+390676965861,4622082938,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
367,Libreria,Open Door Bookshop,Via della Lungaretta 23,Pisa,00153,,Italy,41.8895755,12.4721147,https://opendoorbookshop.it,+39065896478,13716440601,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
281,Libreria,Paulina Multimedia,Via del Mascherino 64,Roma,00193,,Italy,41.9046098,12.4588675,,+39066872354,4823135421,node,,,No,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
262,Libreria,Piuma di Mare,Via Ostiense 124,Roma,00154,,Italy,41.8662064,12.4787837,,,3831586958,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
317,Libreria,Pocket 2000,,Pisa,,,Italy,41.9097653,12.4563342,,,8563169351,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
304,Libreria,Ponteponente,Via Mondovì 19,Roma,00183,,Italy,41.8776952,12.5155234,,,7071707102,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
303,Libreria,PrismaScacchi,Via Gaspare Pacchiarotti 109,Roma,00139,,Italy,41.9618297,12.5135209,,,7066369407,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
295,Libreria,Punto Einaudi Merulana,Largo di Sant'Alfonso 3,Roma,00185,,Italy,41.8959438,12.5000660,https://einaudi.it,+390644700084,5806679264,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
351,Libreria,Risma Bookshop Libreria,Via Augusto Dulceri 51,Pisa,00176,,Italy,41.8847525,12.5354337,https://rismabookshop.com,+390683913122,12725805507,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
316,Libreria,Rotondi,Via Merulana 82,Roma,00185,,Italy,41.8919697,12.5021216,https://libreriarotondi.it,+390670453459,8387143267,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
257,Libreria,Shakespeare & Co.,Via dei Savorgnan 72,Roma,00176,,Italy,41.8785850,12.5373734,https://shakespeareandcompany.it,+393333600506,2755760054,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
305,Libreria,Silvio d'amico,Via Silvio D'Amico 1,Pisa,,,Italy,41.8520959,12.4779602,,,7088068682,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
338,Libreria,Spazio Sette Libreria,Via dei Barbieri 7,Roma,00186,,Italy,41.8951815,12.4755548,https://spaziosette.ubiklibri.it/home.html,+390640419375,11778270807,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
325,Libreria,Tana Libri per Tutti,,Pisa,,,Italy,41.8625150,12.4681959,,,10758465550,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
362,Libreria,Tic Edizioni,,Pisa,,,Italy,41.8876078,12.4690813,,,13452530757,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
358,Libreria,Tra Le Righe,Viale Gorizia 29,Pisa,,,Italy,41.9200104,12.5107855,https://libreriatralerighe.it,,13344449792,node,,,Sì,No,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
313,Libreria,Tra le Righe,Via Costantino 12,Pisa,00145,,Italy,41.8553484,12.4896779,,+390689012954,7858373547,node,,,No,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
327,Libreria,Tre Libretti sul Comò,Via Lucio Elio Seiano 75,Roma,00175,,Italy,41.8545036,12.5588762,https://trelibrettisulcomo.it,+390669356817,11333617115,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
306,Libreria,Ubik,Via Tiburtina 425,Roma,00159,,Italy,41.9085776,12.5372404,https://romatiburtina.ubiklibri.it,+39064512985,7089327861,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:44
242,Libreria,Vitali,,Pisa,,,Italy,41.9284492,12.5194872,,,1641654218,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
308,Libreria,di Libro in Libro,Via dei Colli Albani 30,Roma,00179,,Italy,41.8687749,12.5309266,,,7157112488,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 12:34
233,Libreria,rgb46 - relax gallery books,Piazza di Santa Maria Liberatrice 46,Roma,00153,,Italy,41.8805720,12.4748965,https://rgb46.it,+390645421608,248733730,node,,,Sì,Sì,partially_enriched,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
271,Libreria,卤粉家,,Pisa,,,Italy,41.8563956,12.5576479,,,4313272998,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 12:34,2026-04-21 17:51
177,Museo,ACEA Heritage,Piazzale Ostiense,Roma,00154,,Italy,41.8749809,12.4836883,,,13028360534,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 11:56,2026-04-21 11:56
143,Museo,Accademia di San Luca,Piazza dell'Accademia di San Luca 77,Roma,00187,,Italy,41.9016166,12.4836806,,,7012887885,node,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 11:56,2026-04-21 15:19
218,Museo,Antiquarium Forense,,Roma,,,Italy,41.8910776,12.4893205,https://colosseo.it/area/musei/nuovo-museo-foro-romano/,,1765420,relation,,,Sì,No,pending,not_contacted,,,,,,,,,,,2026-04-21 11:56,2026-04-21 15:19
146,Museo,Archivio museo storico di Fiume,Via Antonio Cippico 10,Roma,,,Italy,41.8208889,12.4816757,https://www.fiume-rijeka.it/,,7876169064,node,,,Sì,No,pending,not_contacted,,,,,,,,,,,2026-04-21 11:56,2026-04-21 15:19
219,Museo,Carcere Mamertino,,Roma,,,Italy,41.8931425,12.4845850,,,1849827,relation,,,No,No,pending,not_contacted,,,,,,,,,,,2026-04-21 11:56,2026-04-21 15:19
130,Museo,Casa Museo Alberto Moravia,Lungotevere della Vittoria 1,Roma,00195,,Italy,41.9212132,12.4663482,https://www.casaalbertomoravia.it/,+39 06 0608,6498036950,node,,,Sì,Sì,pending,not_contacted,,,,,,,,,,,2026-04-21 11:56,2026-04-21 11:56
119,Museo,"Casa Museo di Luigi Pirandello, archivio e biblioteca",Via Antonio Bosio 15,Roma,,,Italy,41.9163001,12.5143588,https://www.studiodiluigipirandello.it/,+39 06 4429 1853,5044706567,node,,,Sì,Sì,pending,not_contacted,,,,,,,,,,,2026-04-21 11:56,2026-04-21 15:19
